# id; latitude; longitude
48234683307; 40.708227; -73.999467
48234609016; 40.712344; -74.002687
48233392832; 40.716411; -73.996535
48234209141; 40.714352; -74.005973
48231936721; 40.735594; -74.002998
47602988841; 40.729202; -74.005967
48234684056; 40.712000; -73.993667
48233715846; 40.705250; -74.001220
48228792711; 40.732234; -73.996492
48234593406; 40.710511; -74.003150
48233715926; 40.706772; -74.003656
48228867922; 40.730218; -73.991053
48233982851; 40.749347; -74.001520
48233892532; 40.705691; -74.002445
48228869352; 40.729909; -73.991085
48234787777; 40.706255; -73.997109
48228817146; 40.730258; -73.987812
48230497867; 40.729383; -73.990303
48231147262; 40.730675; -73.997239
48232017497; 40.752572; -73.977491
48228851006; 40.784516; -73.961198
48230755232; 40.706722; -73.923037
48228843841; 40.703116; -73.989539
48228807291; 40.729909; -73.991085
48229177701; 40.707061; -73.998131
48228916757; 40.780888; -73.958931
48228914882; 40.759241; -73.987434
48228841266; 40.773933; -73.973100
48228920752; 40.783147; -73.959359
48228919307; 40.749813; -74.003473
48228842146; 40.705322; -74.007553
48234664881; 40.704147; -73.994506
48228850361; 40.753188; -73.982545
48228142266; 40.749852; -73.969073
48228852656; 40.754622; -73.976303
48228814446; 40.729860; -73.988403
48228846296; 40.704250; -73.992439
48228873877; 40.729909; -73.991085
48228825006; 40.730088; -73.987898
48230755662; 40.707922; -73.922748
48228908902; 40.757094; -73.955659
48228913827; 40.704419; -73.992059
48228918297; 40.743422; -74.007112
48234805957; 40.706255; -73.997109
48229251922; 40.742722; -74.007509
48228871107; 40.729909; -73.991085
48228921222; 40.775841; -73.971848
48229178781; 40.749850; -74.003356
48230755992; 40.707980; -73.922639
48229250782; 40.711044; -74.003145
48228796731; 40.730600; -73.991117
48228821166; 40.730088; -73.987898
48228909362; 40.757727; -73.954025
48228844361; 40.703908; -73.991706
48228842861; 40.712127; -74.013473
48228918742; 40.743880; -74.006881
48228142636; 40.749850; -73.969070
48228846816; 40.703408; -73.993600
48228812406; 40.729844; -73.989797
48229179191; 40.749930; -74.003373
48228878922; 40.729909; -73.991085
48234783737; 40.704138; -73.994484
48228143571; 40.749283; -73.969031
48228912457; 40.703552; -73.993753
48228910222; 40.774069; -73.970903
48224554107; 40.740136; -74.008142
48224498606; 40.739855; -74.008148
12005552184; 40.754882; -73.991740
12006012256; 40.754882; -73.991740
5724677236; 40.779696; -73.965464
48222529361; 40.704066; -73.994256
48222585172; 40.703888; -73.994167
48223351087; 40.782994; -73.958855
48219389621; 40.753600; -73.996023
48226678422; 40.708880; -73.925028
48228492266; 40.753855; -74.002137
48222786376; 40.772266; -73.971489
48223356912; 40.752003; -73.947665
48222530081; 40.703888; -73.994167
48219486442; 40.758213; -73.986995
48216762846; 40.758672; -73.979303
48222526701; 40.743994; -74.008467
48223936942; 40.750000; -73.988056
48219337362; 40.759272; -73.984823
48220262206; 40.779308; -73.963437
48223528907; 40.752735; -73.977384
48223294136; 40.782994; -73.958855
48216814342; 40.761397; -73.983239
48223300296; 40.782994; -73.958855
48216773196; 40.762061; -73.986275
48216842297; 40.753775; -74.002156
48223346667; 40.782994; -73.958855
48224289651; 40.719705; -74.003373
48226665091; 40.714907; -73.998503
48222529696; 40.704066; -73.994256
48219272081; 40.757619; -73.986264
48219711542; 40.704611; -73.990523
48222585792; 40.702222; -73.990834
48225597312; 40.742201; -73.998370
48223288811; 40.782994; -73.958855
48227393277; 40.712922; -73.961150
48222530221; 40.702222; -73.990834
48219412682; 40.756797; -73.987595
48224381536; 40.729855; -73.989953
48224552542; 40.740805; -74.005042
48227393337; 40.712922; -73.961150
48223298596; 40.782994; -73.958855
48223471721; 40.752735; -73.977384
48224500426; 40.740580; -74.007867
48216766176; 40.758513; -73.980723
48223876396; 40.725277; -73.996667
48216781346; 40.762694; -73.989823
48218166391; 40.705066; -74.010279
48226620146; 40.779308; -73.963437
48222057386; 40.772294; -73.971520
48223927357; 40.752777; -73.977223
48216785606; 40.762061; -73.986275
48216768036; 40.761086; -73.984023
48223290116; 40.782994; -73.958855
48219294737; 40.714288; -73.994159
48218245792; 40.704391; -74.010322
48225334086; 40.758505; -73.984014
48223524837; 40.752735; -73.977384
48216782611; 40.766666; -73.983473
48223527762; 40.752735; -73.977384
48223478866; 40.752735; -73.977384
48223525357; 40.752735; -73.977384
48219964616; 40.759594; -73.958673
48223914877; 40.741944; -74.015834
48216827937; 40.764638; -73.973456
48223472286; 40.752735; -73.977384
48216829022; 40.758513; -73.980723
48219433782; 40.753433; -73.990823
48219280461; 40.757902; -73.985678
48223291401; 40.782994; -73.958855
48224496981; 40.740002; -74.005828
48218197966; 40.753230; -74.003616
48222529166; 40.704066; -73.994256
48218221217; 40.706961; -74.010901
48217404452; 40.719313; -73.993325
48218194421; 40.704391; -74.010322
48223524282; 40.752735; -73.977384
48219546272; 40.758011; -73.989031
48218849051; 40.705047; -73.987948
48216771141; 40.760969; -73.985064
48219307661; 40.759341; -73.984939
48218266896; 40.747159; -73.945230
48224556482; 40.739736; -74.006487
48216842727; 40.753775; -74.002156
48224553047; 40.762475; -73.965964
48219455112; 40.756488; -73.989914
48224552027; 40.751861; -73.993303
48222526801; 40.703888; -73.994167
48224553802; 40.742030; -74.008081
48218168941; 40.706961; -74.010901
48222103292; 40.766902; -73.973895
48218267962; 40.753855; -74.002137
48218715176; 40.752182; -74.000837
48218222937; 40.706961; -74.010901
48218219677; 40.706961; -74.010901
48220494376; 40.714352; -74.005973
48224496586; 40.738180; -73.999931
48222585842; 40.702019; -73.991720
48216820497; 40.762061; -73.986275
48218242352; 40.753612; -74.000988
48224555462; 40.740483; -74.007600
48219054921; 40.725421; -73.997275
48224554752; 40.739655; -74.008684
48216779791; 40.762694; -73.989823
48224047827; 40.757222; -73.989723
48217292801; 40.715432; -73.997906
48223295371; 40.782994; -73.958855
48219419701; 40.758175; -73.989406
48219397992; 40.757002; -73.987353
48222582026; 40.748305; -73.985575
48216774251; 40.762061; -73.986275
48216778441; 40.761575; -73.986320
48228212597; 40.749283; -73.969031
48219058411; 40.725778; -73.998026
48216843577; 40.740766; -74.002587
48218248887; 40.750386; -73.949038
48219405757; 40.757122; -73.987725
48224555252; 40.740908; -74.008278
48216808342; 40.758725; -73.979962
48223873692; 40.760833; -73.983334
48219365982; 40.759163; -73.984770
48219313497; 40.756852; -73.985673
48223844531; 40.762006; -73.978459
48218177426; 40.731014; -73.988982
48216797811; 40.753775; -74.002156
48221929251; 40.772155; -73.985364
48218025306; 40.727204; -74.005582
48224499171; 40.740027; -74.005928
48223849521; 40.758333; -73.985556
48216768921; 40.761397; -73.983239
48223475256; 40.752735; -73.977384
48228841611; 40.705488; -74.002953
48223480246; 40.752735; -73.977384
48228212382; 40.749847; -73.969073
48220392567; 40.758903; -73.978790
48223868111; 40.754166; -73.975834
48219255476; 40.755647; -73.986920
48223472921; 40.752735; -73.977384
48220864936; 40.746590; -74.004764
48219346827; 40.759319; -73.984820
48224496116; 40.750513; -73.991592
48223530602; 40.752735; -73.977384
48224499966; 40.758402; -73.986589
48223479646; 40.752735; -73.977384
48217257442; 40.781223; -73.974444
48223531962; 40.752735; -73.977384
48221929381; 40.771391; -73.984531
48216843142; 40.753986; -74.002606
48221296537; 40.721485; -74.000215
48219375416; 40.754752; -73.987920
48222585667; 40.702222; -73.990834
48216780606; 40.762694; -73.989823
48216805872; 40.758672; -73.979303
48223535152; 40.752735; -73.977384
48224495851; 40.759452; -73.975312
48228827666; 40.730088; -73.987898
48229051862; 40.729909; -73.991085
48228983816; 40.729909; -73.991085
48229177036; 40.706663; -74.010292
48228141796; 40.772622; -73.977581
48228920087; 40.753863; -73.981681
48223528317; 40.752735; -73.977384
48223476776; 40.752735; -73.977384
48226678057; 40.709552; -73.936542
48224556027; 40.739822; -74.005875
48223856036; 40.709722; -74.021945
12005552674; 40.754882; -73.991740
48222530341; 40.702222; -73.990834
48221424111; 40.707591; -74.002009
48223478186; 40.752735; -73.977384
48221981692; 40.772186; -73.985523
48218241057; 40.753612; -74.000988
48216816402; 40.762061; -73.986275
48221845561; 40.775380; -73.973009
48218181531; 40.747899; -73.947215
48223523547; 40.752735; -73.977384
48218167476; 40.706164; -74.011234
48216809337; 40.758725; -73.979962
48219343626; 40.756897; -73.987328
48219374682; 40.760263; -73.984198
48220471426; 40.728241; -73.991070
48219418417; 40.756747; -73.987187
48222515342; 40.752669; -73.981270
48222526076; 40.702222; -73.990556
48216819342; 40.762061; -73.986275
48216745291; 40.763166; -73.973214
48216791672; 40.762811; -73.973073
48216737291; 40.766419; -73.973470
48216784887; 40.764638; -73.973456
48216755341; 40.759130; -73.978906
48216751116; 40.760419; -73.975617
48216712071; 40.772833; -73.971359
48216776702; 40.770519; -73.972348
48216803477; 40.758236; -73.978339
48216759742; 40.774138; -73.970623
48216798582; 40.759597; -73.977642
48216796437; 40.760352; -73.976787
48216726777; 40.762694; -73.989823
48216758651; 40.758236; -73.978339
48216787987; 40.763386; -73.972881
48216766262; 40.773969; -73.971275
48216683061; 40.762694; -73.989823
48216750196; 40.761272; -73.975517
48216725837; 40.761575; -73.986320
48216635961; 40.773938; -73.970025
48216797297; 40.759597; -73.977642
48216659336; 40.763386; -73.972881
48216751167; 40.767955; -73.978695
48216790142; 40.762811; -73.973073
48216756636; 40.759130; -73.978906
48216728301; 40.773472; -73.971364
48216706076; 40.768513; -73.980737
48216786537; 40.764638; -73.973456
48216755092; 40.772833; -73.971359
48216801752; 40.759130; -73.978906
48216746372; 40.767894; -73.981395
48216760176; 40.758236; -73.978339
48216721726; 40.773938; -73.970025
48216714856; 40.774119; -73.970628
48216705256; 40.767894; -73.981395
48216709511; 40.770538; -73.972159
48216684011; 40.762694; -73.989823
48216775812; 40.772727; -73.971514
48216724631; 40.773969; -73.971275
48216713886; 40.773777; -73.970923
48216637096; 40.773969; -73.971275
48216710546; 40.771680; -73.971795
48216703721; 40.767894; -73.981395
48216735881; 40.769763; -73.973106
48216727221; 40.773955; -73.971259
48216769277; 40.773955; -73.971259
48216773257; 40.773472; -73.971364
48216708821; 40.768294; -73.977909
48216760712; 40.774138; -73.970623
48216671021; 40.758236; -73.978339
48216805047; 40.758672; -73.979303
48216678766; 40.762061; -73.986275
48216783382; 40.767638; -73.974712
48216777462; 40.770125; -73.972531
48216767262; 40.773969; -73.971275
48216675306; 40.760052; -73.982539
48216660391; 40.763386; -73.972881
48216782027; 40.766419; -73.973470
48216732807; 40.762202; -73.987812
48216733507; 40.762538; -73.985853
48216647781; 40.772002; -73.971820
48216734152; 40.762538; -73.985853
48216687927; 40.773472; -73.971364
48216664921; 40.760352; -73.976787
48216643911; 40.773472; -73.971364
48216657286; 40.766419; -73.973470
48214607001; 40.713138; -73.972389
48216669147; 40.768513; -73.980737
48216715202; 40.758236; -73.978339
48214608056; 40.717677; -73.988270
48214657217; 40.712727; -73.967637
48214658762; 40.717677; -73.988270
48210591672; 40.760333; -73.975167
48216648651; 40.772002; -73.971820
48216619656; 40.767894; -73.981395
48216615971; 40.765844; -73.983773
48215293237; 40.720647; -73.997203
48216748332; 40.767894; -73.981395
48216615221; 40.765844; -73.983773
48216742812; 40.768700; -73.981156
48216672087; 40.768477; -73.979514
48216277547; 40.783009; -73.958890
48216686917; 40.773472; -73.971364
48210601512; 40.705166; -73.930501
48214760576; 40.707430; -74.007050
48214656692; 40.711802; -73.967420
48214655012; 40.708461; -73.958012
48216625391; 40.768513; -73.980737
48216673912; 40.771680; -73.971795
48210364016; 40.777333; -73.973000
48216774067; 40.773472; -73.971364
48214604456; 40.708461; -73.958012
48213606971; 40.739400; -74.007995
48216680131; 40.761575; -73.986320
48216644676; 40.773483; -73.970895
48216654491; 40.769763; -73.973106
48216663342; 40.766666; -73.983473
48216673022; 40.769861; -73.972820
48214606586; 40.712791; -73.969353
48216654822; 40.763688; -73.985320
48216676626; 40.761397; -73.983239
48210541591; 40.705166; -73.930501
48214654842; 40.708461; -73.958012
48216677901; 40.761002; -73.985045
48214605766; 40.711802; -73.967420
48215292472; 40.724277; -73.993506
48216699731; 40.768638; -73.981164
48214656237; 40.711341; -73.966089
48216764522; 40.774102; -73.970781
48216651996; 40.770125; -73.972531
48214658357; 40.718363; -73.987492
48216645626; 40.773483; -73.970895
48210462232; 40.794999; -73.971500
48214688536; 40.704666; -74.002000
48213659986; 40.749187; -73.992175
48216745172; 40.768638; -73.981164
48216762812; 40.774125; -73.970828
48214658042; 40.713138; -73.972389
48216610791; 40.766516; -73.982453
48210560652; 40.716666; -73.962500
48216662577; 40.765844; -73.983773
48216630761; 40.773777; -73.970923
48216631826; 40.774119; -73.970628
48214655177; 40.708461; -73.958012
48210460056; 40.754000; -73.995167
48216607096; 40.762538; -73.985853
48210579512; 40.707500; -73.932167
48210459437; 40.764833; -73.996167
48216667471; 40.759597; -73.977642
48214658512; 40.718363; -73.987492
48214604681; 40.709827; -73.961545
48214606331; 40.712725; -73.967564
48216694892; 40.772002; -73.971820
48210568812; 40.707166; -73.927667
48214655877; 40.710497; -73.963981
48216655896; 40.768194; -73.973864
48214656822; 40.711802; -73.967420
48216608591; 40.763688; -73.985320
48214606836; 40.710227; -73.974845
48216650527; 40.762202; -73.987812
48216612046; 40.766044; -73.983037
48216664372; 40.768638; -73.981164
48216607916; 40.763688; -73.985320
48214604306; 40.708461; -73.958012
48210409627; 40.795833; -73.971834
48216718467; 40.758725; -73.979962
48214657857; 40.713138; -73.972389
48216667237; 40.767894; -73.981395
48216620501; 40.767894; -73.981395
48214886227; 40.742794; -74.007436
48214655637; 40.709827; -73.961545
48216678387; 40.774125; -73.970828
48214656042; 40.710608; -73.963823
48216651377; 40.762538; -73.985853
48212416726; 40.750402; -73.969541
48215243386; 40.725655; -73.991978
48216609981; 40.766516; -73.982453
48214605581; 40.711802; -73.967420
48214604746; 40.709827; -73.961545
48216602436; 40.762202; -73.987812
48210456592; 40.764833; -73.996167
48212579302; 40.749187; -73.992175
48210517882; 40.758333; -73.986667
48213716722; 40.713045; -74.012875
48214605276; 40.710608; -73.963823
48215925127; 40.787005; -73.972145
48216717282; 40.758672; -73.979303
48214658622; 40.718363; -73.987492
48214608431; 40.718188; -73.990206
48216634711; 40.774102; -73.970781
48210530986; 40.717166; -74.000834
48216775122; 40.773483; -73.970895
48210885841; 40.764600; -73.973275
48216633681; 40.774125; -73.970828
48210551066; 40.706166; -73.933000
48215786657; 40.722705; -73.992903
48216719417; 40.758725; -73.979962
48210380266; 40.764833; -73.996000
48210551216; 40.707333; -73.927667
48216707112; 40.761494; -73.974503
48210452911; 40.764833; -73.982834
48216650381; 40.770519; -73.972348
48210421822; 40.771499; -73.974667
48210541801; 40.705833; -73.930834
48210401031; 40.764833; -73.996167
48216612991; 40.766044; -73.983037
48216684557; 40.773955; -73.971259
48216685662; 40.773472; -73.971364
48210545226; 40.705166; -73.930501
48210519166; 40.707166; -73.927167
48210537091; 40.705333; -73.931001
48210432897; 40.764833; -73.996000
48216638271; 40.773891; -73.970881
48215964171; 40.761580; -73.976945
48210583472; 40.707833; -73.932834
48216624266; 40.768513; -73.980737
48211438077; 40.758903; -73.978790
48216658276; 40.764638; -73.973456
48210426412; 40.763000; -73.984500
48210584352; 40.707833; -73.932834
48213511692; 40.754039; -73.981676
48210457461; 40.760333; -73.984834
48212035832; 40.721916; -73.987453
48210408157; 40.773333; -73.959500
48212110887; 40.761490; -73.979150
48216628826; 40.771680; -73.971795
48212473617; 40.750402; -73.969541
48211602751; 40.788608; -73.982903
48210450481; 40.766333; -73.981667
48216109361; 40.780115; -73.961510
48210539666; 40.705000; -73.930501
48210515231; 40.707333; -73.927667
48210498306; 40.710333; -73.948167
48210515161; 40.707333; -73.927667
48210434387; 40.764833; -73.996000
48214656312; 40.711341; -73.966089
48210424122; 40.780333; -73.980500
48210356236; 40.735166; -73.975834
48216187761; 40.780115; -73.961510
48210566457; 40.707333; -73.927667
48210597452; 40.705666; -73.930501
48210566712; 40.745333; -73.998667
48216666326; 40.760352; -73.976787
48216646676; 40.772727; -73.971514
48216614536; 40.766044; -73.983037
48210412967; 40.713833; -73.955167
48210421772; 40.771499; -73.974667
48214606716; 40.712297; -73.970162
48216668137; 40.767894; -73.981395
48216653496; 40.770125; -73.972531
48210401176; 40.764833; -73.996167
48214608181; 40.718188; -73.990206
48216763597; 40.774125; -73.970828
48216663846; 40.761272; -73.975517
48210515707; 40.758166; -73.986000
48210517802; 40.758833; -73.987334
48214656917; 40.711802; -73.967420
48216734851; 40.770125; -73.972531
48216706377; 40.762725; -73.972923
48216659222; 40.766044; -73.983037
48216669076; 40.759130; -73.978906
48210595002; 40.705333; -73.930334
48210456662; 40.764833; -73.996167
48214607441; 40.716419; -73.981100
48210456752; 40.764833; -73.996167
48210432882; 40.764833; -73.996000
48210403971; 40.760166; -73.987000
48210421112; 40.718166; -73.955000
48216603401; 40.762202; -73.987812
48210404402; 40.716833; -73.958834
48209870247; 40.718298; -74.009474
48209872082; 40.718298; -74.009474
48209816396; 40.720201; -74.005569
48209822172; 40.740664; -74.007918
48209829457; 40.742038; -74.007865
48209770206; 40.742038; -74.007865
48209801821; 40.718298; -74.009474
48209757121; 40.739396; -74.005011
48209762526; 40.740664; -74.007918
48210118057; 40.753855; -74.002137
48209766306; 40.740664; -74.007918
48209866992; 40.718298; -74.009474
48209815231; 40.720201; -74.005569
48209808336; 40.718298; -74.009474
48209825587; 40.740664; -74.007918
48210398562; 40.767166; -73.973834
48209812811; 40.718298; -74.009474
48209781641; 40.745216; -74.007060
48209839291; 40.798166; -73.968167
48210397032; 40.773833; -73.967000
48210346606; 40.711333; -73.962667
33838070401; 40.753855; -74.002137
48209857852; 40.719062; -74.012993
48209900562; 40.798166; -73.968167
48209827546; 40.733333; -74.002334
48209865227; 40.718298; -74.009474
48208920582; 40.739588; -74.009348
48209075667; 40.739547; -74.009195
48209030687; 40.739575; -74.009034
48209863662; 40.718298; -74.009474
48209000346; 40.739600; -74.008820
48209786691; 40.750666; -73.998500
48209023987; 40.739516; -74.009017
48209872217; 40.731833; -74.003334
48209780726; 40.740363; -74.008176
48209837862; 40.740363; -74.008176
48209839507; 40.738000; -73.990500
48209800796; 40.718688; -74.009217
48209903607; 40.705000; -73.923334
48209779606; 40.740363; -74.008176
48209949797; 40.775000; -73.967334
48209808651; 40.725333; -73.990000
48209036922; 40.739583; -74.009042
48209721606; 40.758033; -73.973404
48209783667; 40.755693; -73.969423
48209794141; 40.775166; -73.963167
48209854922; 40.719062; -74.012993
48209798841; 40.718769; -74.010064
48209021106; 40.739494; -74.008928
48209753936; 40.739396; -74.005011
48209790796; 40.720176; -74.012510
48208248122; 40.705411; -74.007997
48208931301; 40.739747; -74.008598
48209279746; 40.732752; -73.990731
48209845352; 40.736974; -74.005343
48209040207; 40.739597; -74.009431
48209888797; 40.736000; -74.003167
48209779461; 40.717833; -73.959167
48209869532; 40.725333; -73.990000
48209803006; 40.757166; -73.982334
48209862687; 40.715500; -73.991834
48209811441; 40.722500; -74.004000
48209823211; 40.747833; -73.993000
48209856187; 40.740666; -74.000167
48209927962; 40.772333; -73.983167
48209838621; 40.718166; -73.960667
48209900697; 40.757500; -74.001167
48208853451; 40.739522; -74.008606
48209899967; 40.718166; -73.960667
48209824726; 40.727666; -74.005667
48209801946; 40.715500; -73.991834
48209825391; 40.727666; -74.005667
48209002546; 40.739538; -74.009012
48209900917; 40.737500; -74.002167
48209800576; 40.715500; -73.991834
48209828791; 40.733500; -74.002667
48209338567; 40.731247; -73.994417
48209862812; 40.715500; -73.991834
48208863806; 40.739563; -74.008598
48208514657; 40.737900; -74.008812
48209787741; 40.718721; -74.009785
48205609262; 40.716372; -73.944687
48209779486; 40.717833; -73.959167
48209785436; 40.775500; -73.963500
48209779141; 40.736666; -73.990167
48208941116; 40.739536; -74.009200
48208896356; 40.739566; -74.008889
48208876986; 40.739502; -74.008775
48205851561; 40.729922; -73.959431
48209080417; 40.739477; -74.008789
48209064007; 40.739600; -74.008812
48209850802; 40.720176; -74.012510
48208900247; 40.739605; -74.009370
48209785386; 40.736974; -74.005343
48209928647; 40.768000; -73.987334
